,subnum,trial,level,response,correctanswer,age.yrs,correct,rt1,coder,male,g.present,size,size.codable,rt2,base.threshold,motor.threshold,spatial.threshold,motor.effect,spatial.effect,difficulty,movesmin,movesmax,verbalizing,max.diff,min.diff,movestype,prop.moves,movestype.01,year,answered,timeout,difficulty.course,problem1,problem2,problem3,problem4,problem5,problem6,problem7,problem8,problem9,problem10,problem11,problem12,moves
20,1201,50,7,245,250,13.84931507,0,7.48,LT,1,1,1,0,7.97,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,1.296875,,,,,,,,,y2011,1,0,Threshold and Above,59,26,60,71,22,12,0,0,0,0,0,0,19
21,1201,51,7,261,261,13.84931507,1,5.7,LT,1,1,2,0,6.68,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,1.296875,,,,,,,,,y2011,1,0,Threshold and Above,30,32,42,51,26,80,0,0,0,0,0,0,17
22,1201,52,8,441,439,13.84931507,0,8.66,LT,1,1,2,0,9.22,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,2.296875,,,,,,,,,y2011,1,0,Threshold and Above,93,73,49,58,24,46,96,0,0,0,0,0,29
23,1201,53,8,344,349,13.84931507,0,7.75,RESOLVED,1,1,1,0,8.62,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,2.296875,,,,,,,,,y2011,1,0,Threshold and Above,55,52,23,49,62,68,40,0,0,0,0,0,24
24,1201,54,8,-1,456,13.84931507,0,10,RESOLVED,1,1,2,0,10,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,2.296875,,,0,,,,,,y2011,0,1,Threshold and Above,37,99,89,91,80,26,34,0,0,0,0,0,26
25,1201,55,7,278,279,13.84931507,0,6.85,RESOLVED,1,1,2,0,7.79,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,1.296875,,,0,,,,,,y2011,1,0,Threshold and Above,68,14,72,11,65,49,0,0,0,0,0,0,23
26,1201,56,7,377,432,13.84931507,0,8.14,RESOLVED,1,1,2,1,8.73,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,1.296875,15,26,1,0,-11,same,1,no,y2011,1,0,Threshold and Above,78,72,90,89,33,70,0,0,0,0,0,0,26
27,1201,57,7,343,343,13.84931507,1,7.26,RESOLVED,1,1,2,0,7.75,5.703125,5.421875,4.565217391,-0.049315068,-0.199523526,1.296875,,,2,,,,,,y2011,1,0,Threshold and Above,20,74,50,48,90,61,0,0,0,0,0,0,16
28,1202,1,1,53,53,11.43287671,1,3.1,RESOLVED,1,9,1,0,4.58,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-6,,,,,,,,,y2011,1,0,Below Threshold,10,43,0,0,0,0,0,0,0,0,0,0,4
29,1202,2,1,50,50,11.43287671,1,3.73,RESOLVED,1,1,2,1,5.92,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-6,,,,,,,,,y2011,1,0,Below Threshold,10,40,0,0,0,0,0,0,0,0,0,0,3
30,1202,3,1,18,18,11.43287671,1,3.21,RESOLVED,1,1,2,1,4.82,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-6,,,,,,,,,y2011,1,0,Below Threshold,8,10,0,0,0,0,0,0,0,0,0,0,3
31,1202,4,2,29,29,11.43287671,1,4.24,LT,1,1,2,1,5.7,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-5,3,7,,3,-1,same,1.75,no,y2011,1,0,Below Threshold,26,3,0,0,0,0,0,0,0,0,0,0,4
32,1202,5,2,60,60,11.43287671,1,3.28,LT,1,1,2,0,4.43,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-5,2,5,,-1,-4,skip,0.833333333,skip,y2011,1,0,Below Threshold,45,15,0,0,0,0,0,0,0,0,0,0,6
33,1202,6,2,93,93,11.43287671,1,3.42,LT,1,1,2,1,4.82,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-5,2,5,,1,-2,same,1.25,no,y2011,1,0,Below Threshold,73,20,0,0,0,0,0,0,0,0,0,0,4
34,1202,7,3,100,100,11.43287671,1,6.15,LT,1,1,3,0,7.85,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-4,,,,,,,,,y2011,1,0,Below Threshold,85,15,0,0,0,0,0,0,0,0,0,0,8
35,1202,8,3,154,154,11.43287671,1,6.63,LT,1,1,3,0,7.74,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-4,,,,,,,,,y2011,1,0,Below Threshold,95,59,0,0,0,0,0,0,0,0,0,0,9
36,1202,9,3,114,114,11.43287671,1,5.05,LT,1,1,2,0,6.56,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-4,,,,,,,,,y2011,1,0,Below Threshold,46,68,0,0,0,0,0,0,0,0,0,0,8
37,1202,10,4,209,209,11.43287671,1,5.78,LT,1,1,3,0,7.41,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-3,,,,,,,,,y2011,1,0,Below Threshold,96,16,97,0,0,0,0,0,0,0,0,0,14
38,1202,11,4,225,225,11.43287671,1,5.98,AS,1,1,3,0,7.52,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-3,,,,,,,,,y2011,1,0,Below Threshold,96,49,80,0,0,0,0,0,0,0,0,0,11
39,1202,12,4,148,148,11.43287671,1,3.97,AS,1,1,4,0,5.3,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-3,,,,,,,,,y2011,1,0,Below Threshold,14,42,92,0,0,0,0,0,0,0,0,0,10
40,1202,13,5,-1,326,11.43287671,0,10,AS,1,1,2,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-2,,,,,,,,,y2011,0,1,Below Threshold,79,96,66,85,0,0,0,0,0,0,0,0,17
41,1202,14,5,-1,311,11.43287671,0,10,AS,1,1,2,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-2,,,,,,,,,y2011,0,1,Below Threshold,93,68,76,74,0,0,0,0,0,0,0,0,17
42,1202,15,5,194,193,11.43287671,0,5.34,AS,1,1,3,0,6.57,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-2,,,,,,,,,y2011,1,0,Below Threshold,39,66,17,71,0,0,0,0,0,0,0,0,16
43,1202,16,4,179,179,11.43287671,1,4.56,AS,1,1,3,0,6.17,7,4.80952381,4.090909091,-0.31292517,-0.415584416,-3,,,,,,,,,y2011,1,0,Below Threshold,28,82,69,0,0,0,0,0,0,0,0,0,12
44,1202,47,10,482,482,11.43287671,1,8.07,LT,1,1,2,0,9.14,7,4.80952381,4.090909091,-0.31292517,-0.415584416,3,,,,,,,,,y2011,1,0,Threshold and Above,96,55,52,23,49,62,68,40,37,0,0,0,35
45,1202,48,10,583,573,11.43287671,0,8.54,LT,1,1,2,0,9.86,7,4.80952381,4.090909091,-0.31292517,-0.415584416,3,,,,,,,,,y2011,1,0,Threshold and Above,99,89,91,80,26,34,68,14,72,0,0,0,34
46,1202,49,11,-1,577,11.43287671,0,10,LT,1,1,,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,4,,,,,,,,,y2011,0,1,Threshold and Above,11,65,49,78,72,90,89,33,70,20,0,0,37
47,1202,50,11,628,628,11.43287671,1,8.65,LT,1,1,2,0,9.68,7,4.80952381,4.090909091,-0.31292517,-0.415584416,4,,,,,,,,,y2011,1,0,Threshold and Above,74,50,48,90,61,62,86,81,58,18,0,0,35
48,1202,51,11,-1,565,11.43287671,0,10,LT,1,1,1,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,4,,,,,,,,,y2011,0,1,Threshold and Above,24,89,49,17,98,71,50,47,68,52,0,0,36
49,1202,52,10,-1,611,11.43287671,0,10,AS,1,1,,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,3,,,,,,,,,y2011,0,1,Threshold and Above,82,82,72,15,66,52,97,65,80,0,0,0,34
50,1202,53,10,443,443,11.43287671,1,8.07,AS,1,1,3,0,8.73,7,4.80952381,4.090909091,-0.31292517,-0.415584416,3,,,,,,,,,y2011,1,0,Threshold and Above,45,43,83,13,17,39,83,80,40,0,0,0,26
51,1202,54,10,422,422,11.43287671,1,7.87,AS,1,1,,0,9.83,7,4.80952381,4.090909091,-0.31292517,-0.415584416,3,,,,,,,,,y2011,1,0,Threshold and Above,53,42,66,63,29,43,98,17,11,0,0,0,33
52,1202,55,11,-1,525,11.43287671,0,10,AS,1,1,,0,10,7,4.80952381,4.090909091,-0.31292517,-0.415584416,4,,,,,,,,,y2011,0,1,Threshold and Above,37,20,49,34,95,92,74,27,42,55,0,0,39
53,1202,56,11,610,610,11.43287671,1,8.32,AS,1,1,,0,9.25,7,4.80952381,4.090909091,-0.31292517,-0.415584416,4,,,,,,,,,y2011,1,0,Threshold and Above,94,42,98,30,70,67,54,70,67,18,0,0,41
54,1203,1,1,61,61,9.75890411,1,7.25,LT,0,1,2,1,9.07,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-3.677966102,,,,,,,,,y2011,1,0,Below Threshold,5,56,0,0,0,0,0,0,0,0,0,0,5
55,1203,2,1,99,99,9.75890411,1,4.07,LT,0,1,3,1,5.28,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-3.677966102,,,,,,,,,y2011,1,0,Below Threshold,43,56,0,0,0,0,0,0,0,0,0,0,5
56,1203,3,1,92,92,9.75890411,1,4.13,LT,0,1,2,1,6.2,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-3.677966102,,,,,,,,,y2011,1,0,Below Threshold,9,83,0,0,0,0,0,0,0,0,0,0,7
57,1203,4,2,76,76,9.75890411,1,5.27,LT,0,1,4,1,6.27,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,3,6,y,0,-3,same,1,no,y2011,1,0,Below Threshold,43,33,0,0,0,0,0,0,0,0,0,0,6
58,1203,5,2,66,66,9.75890411,1,2.47,LT,0,1,4,1,3.22,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,,,,,,,,,y2011,1,0,Below Threshold,52,14,0,0,0,0,0,0,0,0,0,0,5
59,1203,6,2,91,91,9.75890411,1,4.52,LT,0,1,4,1,6.42,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,4,8,y,1,-3,same,1.142857143,no,y2011,1,0,Below Threshold,75,16,0,0,0,0,0,0,0,0,0,0,7
60,1203,7,3,-1,100,9.75890411,0,10,LT,0,1,4,0,10,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,4,9,y,0,-5,same,1,no,y2011,0,1,Below Threshold,97,3,0,0,0,0,0,0,0,0,0,0,9
61,1203,8,3,156,151,9.75890411,0,5.94,LT,0,1,2,1,7.42,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,,,y,,,,,,y2011,1,0,Below Threshold,55,96,0,0,0,0,0,0,0,0,0,0,9
62,1203,9,3,153,153,9.75890411,1,5.45,LT,0,1,4,0,8.13,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,,,y,,,,,,y2011,1,0,Below Threshold,58,95,0,0,0,0,0,0,0,0,0,0,9
63,1203,10,2,71,71,9.75890411,1,3.16,AS,0,1,4,1,4.66,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,,,,,,,,,y2011,1,0,Below Threshold,31,40,0,0,0,0,0,0,0,0,0,0,4
64,1203,11,2,19,19,9.75890411,1,3.56,AS,0,1,4,1,4.64,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,4,6,y,2,0,same,1.5,no,y2011,1,0,Below Threshold,18,1,0,0,0,0,0,0,0,0,0,0,4
65,1203,12,2,85,85,9.75890411,1,4.21,AS,0,1,4,1,5.24,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-2.677966102,,,,,,,,,y2011,1,0,Below Threshold,57,28,0,0,0,0,0,0,0,0,0,0,6
66,1203,13,3,160,160,9.75890411,1,3.39,AS,0,1,4,1,6.13,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,5,9,y,2,-2,same,1.285714286,no,y2011,1,0,Below Threshold,72,88,0,0,0,0,0,0,0,0,0,0,7
67,1203,14,3,104,104,9.75890411,1,4.86,AS,0,1,4,1,8.08,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,,,y,,,,,,y2011,1,0,Below Threshold,26,78,0,0,0,0,0,0,0,0,0,0,10
68,1203,15,3,101,101,9.75890411,1,4.14,AS,0,1,4,1,6.73,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-1.677966102,,,,,,,,,y2011,1,0,Below Threshold,16,85,0,0,0,0,0,0,0,0,0,0,9
69,1203,16,4,205,205,9.75890411,1,6.06,AS,0,1,4,1,9.16,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,-0.677966102,,,y,,,,,,y2011,1,0,Below Threshold,29,85,91,0,0,0,0,0,0,0,0,0,11
70,1203,45,5,-1,222,9.75890411,0,10,RESOLVED,0,1,4,0,10,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,0.322033898,,,,,,,,,y2011,0,1,Threshold and Above,92,64,21,45,0,0,0,0,0,0,0,0,14
71,1203,46,6,244,243,9.75890411,0,6.99,RESOLVED,0,1,4,0,8.17,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,,,,,,,,,y2011,1,0,Threshold and Above,13,73,35,78,44,0,0,0,0,0,0,0,21
72,1203,47,6,-1,297,9.75890411,0,10,RESOLVED,0,1,4,0,10,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,,,,,,,,,y2011,0,1,Threshold and Above,44,59,24,84,86,0,0,0,0,0,0,0,19
73,1203,48,6,341,244,9.75890411,0,6.07,RESOLVED,0,1,4,0,7.83,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,,,,,,,,,y2011,1,0,Threshold and Above,96,49,22,23,54,0,0,0,0,0,0,0,19
74,1203,49,5,221,221,9.75890411,1,4.48,RESOLVED,0,1,4,0,6.27,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,0.322033898,,,,,,,,,y2011,1,0,Threshold and Above,76,35,46,64,0,0,0,0,0,0,0,0,19
75,1203,50,5,238,238,9.75890411,1,5.02,AS,0,1,4,1,6.6,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,0.322033898,,,,,,,,,y2011,1,0,Threshold and Above,92,16,72,58,0,0,0,0,0,0,0,0,17
76,1203,51,5,188,188,9.75890411,1,5.11,AS,0,1,3,1,7.33,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,0.322033898,8,17,0,4,-5,same,1.307692308,no,y2011,1,0,Threshold and Above,43,88,39,18,0,0,0,0,0,0,0,0,13
77,1203,52,6,336,336,9.75890411,1,7.2,AS,0,1,4,0,8.63,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,13,18,2,0,-5,same,1,no,y2011,1,0,Threshold and Above,63,62,33,80,98,0,0,0,0,0,0,0,18
78,1203,53,6,149,149,9.75890411,1,5.42,AS,0,1,4,1,7.38,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,10,16,2,2,-4,same,1.142857143,no,y2011,1,0,Threshold and Above,13,23,61,11,41,0,0,0,0,0,0,0,14
79,1203,54,6,245,245,9.75890411,1,6.34,AS,0,1,4,1,7.59,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,1.322033898,12,18,1,-1,-7,skip,0.947368421,skip,y2011,1,0,Threshold and Above,88,55,37,21,44,0,0,0,0,0,0,0,19
80,1203,55,7,-1,408,9.75890411,0,10,AS,0,1,4,1,10,4.677966102,4.322580645,3.5,-0.075970079,-0.251811594,2.322033898,,,2,,,,,,y2011,0,1,Threshold and Above,96,12,47,86,69,98,0,0,0,0,0,0,26
81,1204,1,1,50,50,10.38630137,1,2.38,LT,1,0,,0,3.12,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-5.292307692,,,,,,,,,y2011,1,0,Below Threshold,10,40,0,0,0,0,0,0,0,0,0,0,3
82,1204,2,1,48,48,10.38630137,1,2.83,LT,1,1,2,1,4.22,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-5.292307692,,,,,,,,,y2011,1,0,Below Threshold,20,28,0,0,0,0,0,0,0,0,0,0,4
83,1204,3,1,56,56,10.38630137,1,2.62,LT,1,1,2,1,3.29,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-5.292307692,,,,,,,,,y2011,1,0,Below Threshold,4,52,0,0,0,0,0,0,0,0,0,0,4
84,1204,4,2,19,19,10.38630137,1,2.09,LT,1,0,,1,2.94,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-4.292307692,,,,,,,,,y2011,1,0,Below Threshold,18,1,0,0,0,0,0,0,0,0,0,0,4
85,1204,5,2,40,40,10.38630137,1,2.21,LT,1,1,2,1,3.31,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-4.292307692,,,,,,,,,y2011,1,0,Below Threshold,11,29,0,0,0,0,0,0,0,0,0,0,5
86,1204,6,2,62,62,10.38630137,1,2.35,LT,1,1,2,1,7.09,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-4.292307692,,,,,,,,,y2011,1,0,Below Threshold,21,41,0,0,0,0,0,0,0,0,0,0,5
87,1204,7,3,114,114,10.38630137,1,5.79,LT,1,1,3,1,7.98,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-3.292307692,,,,,,,,,y2011,1,0,Below Threshold,46,68,0,0,0,0,0,0,0,0,0,0,8
88,1204,8,3,150,150,10.38630137,1,3.99,LT,1,1,2,1,5.37,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-3.292307692,5,6,0,-4,-5,skip,0.6,skip,y2011,1,0,Below Threshold,96,54,0,0,0,0,0,0,0,0,0,0,10
89,1204,9,3,160,160,10.38630137,1,3.32,LT,1,1,3,1,5.02,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-3.292307692,,,,,,,,,y2011,1,0,Below Threshold,72,88,0,0,0,0,0,0,0,0,0,0,7
90,1204,10,4,225,225,10.38630137,1,4.69,LT,1,1,4,1,7.21,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-2.292307692,5,7,1,-4,-6,skip,0.636363636,skip,y2011,1,0,Below Threshold,96,49,80,0,0,0,0,0,0,0,0,0,11
91,1204,11,4,150,148,10.38630137,0,2.99,LT,1,1,4,1,4.75,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-2.292307692,4,6,0,-4,-6,skip,0.6,skip,y2011,1,0,Below Threshold,14,42,92,0,0,0,0,0,0,0,0,0,10
92,1204,12,4,241,241,10.38630137,1,4.08,LT,1,1,3,1,6.07,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-2.292307692,,,,,,,,,y2011,1,0,Below Threshold,79,96,66,0,0,0,0,0,0,0,0,0,14
93,1204,13,5,322,322,10.38630137,1,5.49,LT,1,1,4,1,7.18,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-1.292307692,8,13,1,-3,-8,skip,0.8125,skip,y2011,1,0,Below Threshold,85,93,68,76,0,0,0,0,0,0,0,0,16
94,1204,14,5,196,196,10.38630137,1,4.96,LT,1,1,4,1,6.94,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-1.292307692,9,12,2,-3,-6,skip,0.8,skip,y2011,1,0,Below Threshold,74,39,66,17,0,0,0,0,0,0,0,0,15
95,1204,15,5,250,250,10.38630137,1,4.65,AS,1,1,3,0,6.6,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-1.292307692,6,14,y,-3,-11,skip,0.823529412,skip,y2011,1,0,Below Threshold,71,28,82,69,0,0,0,0,0,0,0,0,17
96,1204,16,6,286,286,10.38630137,1,5.42,AS,1,1,4,1,6.84,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-0.292307692,8,15,n,-4,-11,skip,0.789473684,skip,y2011,1,0,Below Threshold,32,95,44,38,77,0,0,0,0,0,0,0,19
97,1204,17,6,259,258,10.38630137,0,7.05,AS,1,1,4,1,8.16,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-0.292307692,12,15,y,-2,-5,skip,0.882352941,skip,y2011,1,0,Below Threshold,80,19,49,45,65,0,0,0,0,0,0,0,17
98,1204,18,6,306,308,10.38630137,0,6.43,AS,1,1,4,1,7.59,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-0.292307692,9,17,n,-4,-12,skip,0.80952381,skip,y2011,1,0,Below Threshold,71,75,28,68,66,0,0,0,0,0,0,0,21
99,1204,19,5,174,174,10.38630137,1,5.46,AS,1,1,3,1,7.09,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-1.292307692,8,14,m,3,-3,same,1.272727273,no,y2011,1,0,Below Threshold,16,12,50,96,0,0,0,0,0,0,0,0,11
100,1204,20,5,190,190,10.38630137,1,4.66,AS,1,1,4,1,6.66,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,-1.292307692,7,13,m,-1,-7,skip,0.928571429,skip,y2011,1,0,Below Threshold,34,59,22,75,0,0,0,0,0,0,0,0,14
101,1204,51,9,455,546,10.38630137,0,6.68,LT,1,1,4,1,7.42,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,2.707692308,,,,,,,,,y2011,1,0,Threshold and Above,65,49,78,72,90,89,33,70,0,0,0,0,31
102,1204,52,8,400,405,10.38630137,0,5.4,LT,1,1,4,1,6.36,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,1.707692308,,,,,,,,,y2011,1,0,Threshold and Above,20,74,50,48,90,61,62,0,0,0,0,0,20
103,1204,53,8,455,405,10.38630137,0,7.46,LT,1,1,4,1,8.26,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,1.707692308,,,,,,,,,y2011,1,0,Threshold and Above,86,81,58,18,24,89,49,0,0,0,0,0,30
104,1204,54,8,533,403,10.38630137,0,6.09,LT,1,1,4,1,7.85,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,1.707692308,,,,,,,,,y2011,1,0,Threshold and Above,17,98,71,50,47,68,52,0,0,0,0,0,26
105,1204,55,7,469,369,10.38630137,0,5.6,LT,1,1,4,1,6.77,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,0.707692308,,,,,,,,,y2011,1,0,Threshold and Above,82,82,72,15,66,52,0,0,0,0,0,0,22
106,1204,56,7,413,413,10.38630137,1,5.45,LT,1,1,4,1,6.98,6.292307692,4.25,2.527272727,-0.324572127,-0.59835519,0.707692308,,,,,,,,,y2011,1,0,Threshold and Above,97,65,80,45,43,83,0,0,0,0,0,0,23
